OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
671,47605,MAGDALENA,REMOLINO,12,82,12692,1873,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14659,1.2340684006628,0.0491533973005669
672,47660,MAGDALENA,SABANAS DE SAN ÁNGEL,92,5079,5744,4266,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,15181,2.48257007053148,0.102197578948078
673,47675,MAGDALENA,SALAMINA,7,92,5090,587,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5776,0.554730493393527,0.0140783824367791
674,47692,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,13,157,496,600,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1266,1.36219454393876,0.0360207537861733
675,47703,MAGDALENA,SAN ZENÓN,0,24,164,251,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,439,1.11671799858285,0.0221286567674864
676,47707,MAGDALENA,SANTA ANA,71,98,839,706,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1714,3.19741432437936,0.0922595711719501
677,47720,MAGDALENA,SANTA BÁRBARA DE PINTO,0,42,143,290,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,475,1.23207830495362,0.0407327887679471
678,47745,MAGDALENA,SITIONUEVO,15,150,14074,5071,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,19310,1.54210984610015,0.0802780539565075
679,47798,MAGDALENA,TENERIFE,76,769,4856,2510,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8211,1.09941613447872,0.040572798575923
680,47960,MAGDALENA,ZAPAYÁN,45,196,1599,465,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2305,1.13576817553974,0.0307593686512911
681,47980,MAGDALENA,ZONA BANANERA,121,1591,12788,20927,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,35427,1.31672891382486,0.0369071330307085
682,47053,MAGDALENA,ARACATACA,91,807,11437,9733,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,22068,2.6433810584575,0.143835395139032
683,47189,MAGDALENA,CIÉNAGA,408,1832,22904,15711,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,40855,2.70922654040369,0.109546943916784
684,47288,MAGDALENA,FUNDACIÓN,151,1008,30311,14079,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,45549,2.78852722431651,0.0802552578376105
685,47001,MAGDALENA,SANTA MARTA,304,1233,43508,41527,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,86572,3.1295353012005,0.194233279162714
686,47245,MAGDALENA,EL BANCO,44,192,3396,3412,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7044,1.67681179481002,0.0670248913513345
687,50001,META,VILLAVICENCIO,25,139,3162,5376,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8702,2.03977501189726,0.104714061485048
688,50006,META,ACACÍAS,33,93,1651,1988,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3765,2.07420720679609,0.0915074472575645
689,50110,META,BARRANCA DE UPÍA,4,4,163,391,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,562,1.31202711170593,0.0328947309747617
690,50124,META,CABUYARO,2,10,298,159,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,469,2.00884835232013,0.0744032624065706
691,50150,META,CASTILLA LA NUEVA,62,41,238,254,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,595,1.34932932866192,0.0418996159834378
692,50223,META,CUBARRAL,36,96,608,555,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1295,2.07509146958961,0.0942699926021374
693,50226,META,CUMARAL,21,110,896,551,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1578,1.87232715450702,0.0509072593710439
694,50245,META,EL CALVARIO,0,85,349,193,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,627,0.827117893760006,0.02202090406611
695,50251,META,EL CASTILLO,234,649,6488,2140,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9511,1.117999154384,0.0462515826761077
696,50270,META,EL DORADO,236,273,1893,295,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2697,0.436405800029428,0.00955216818916806
697,50287,META,FUENTE DE ORO,22,78,668,1186,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1954,1.44641980772875,0.0464632765417965
698,50313,META,GRANADA,72,277,1984,3268,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5601,1.05662904263558,0.028347568782093
699,50318,META,GUAMAL,6,66,239,442,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,753,1.4421864210676,0.0485071278993635
700,50330,META,MESETAS,67,513,5526,5495,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11601,3.60320118041739,0.18555527034349
701,50370,META,URIBE,37,326,3076,4741,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8180,5.13219175618775,0.525600216604435
702,50400,META,LEJANÍAS,83,412,4661,2905,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8061,1.74905451948714,0.066374395026908
703,50450,META,PUERTO CONCORDIA,30,240,4502,4630,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9402,2.5945678483268,0.101033586670817
704,50573,META,PUERTO LÓPEZ,4,117,1260,2352,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3733,6.00605211590386,0.562627655633845
705,50577,META,PUERTO LLERAS,84,234,4403,4634,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9355,3.6313393450408,0.206274363301044
706,50590,META,PUERTO RICO,76,281,5024,14611,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,19992,3.44797156870181,0.27874281390396
707,50606,META,RESTREPO,12,87,391,450,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,940,1.96259839574691,0.0297397704180317
708,50680,META,SAN CARLOS DE GUAROA,0,28,277,609,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,914,1.60331282830294,0.0657572690438355
709,50683,META,SAN JUAN DE ARAMA,59,233,2484,4268,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7044,2.44413660056368,0.0951292182746478
710,50686,META,SAN JUANITO,0,30,436,155,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,621,0.683305149751346,0.0199535270913399
711,50689,META,SAN MARTÍN,110,178,837,1555,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2680,6.85518885159561,0.482753408724312
712,50711,META,VISTAHERMOSA,313,652,9829,27049,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,37843,5.78651715371991,0.391953572994539
713,50350,META,LA MACARENA,77,153,3441,6608,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,10279,5.49724169745847,0.660052296445707
714,50325,META,MAPIRIPÁN,153,521,11644,8856,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21174,8.63285342785262,0.970729634930828
715,50568,META,PUERTO GAITÁN,45,315,2270,3197,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5827,7.79535139465029,1.40215699594989
716,52683,NARIÑO,SANDONÁ,1,9,127,964,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1101,0.485120969922242,0.00822825349092933
717,52685,NARIÑO,SAN BERNARDO,0,1,179,319,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,499,0.470250329786147,0.00528181320504946
718,52687,NARIÑO,SAN LORENZO,6,10,134,1794,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1944,0.781084372481961,0.0201869245344237
719,52560,NARIÑO,POTOSÍ,0,9,103,289,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,401,1.28164825701594,0.0314398803990938
720,52693,NARIÑO,SAN PABLO,19,59,720,1259,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2057,0.502292484657404,0.0090680122319412
721,52565,NARIÑO,PROVIDENCIA,0,0,27,477,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,504,0.353105124801594,0.00323668658475637
722,52694,NARIÑO,SAN PEDRO DE CARTAGO,0,1,48,140,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,189,0.371762143075127,0.00450975663424938
723,52573,NARIÑO,PUERRES,0,11,101,338,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,450,1.19207044991037,0.0283570771551888
724,52699,NARIÑO,SANTACRUZ,3,16,147,2809,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2975,1.29121447915257,0.0437439025632189
725,52585,NARIÑO,PUPIALES,0,7,9,93,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,109,0.591669423759532,0.0104942026687155
726,52678,NARIÑO,SAMANIEGO,16,43,716,10571,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11346,1.76883867344409,0.0489725626721853
727,52207,NARIÑO,CONSACÁ,0,5,106,333,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,444,0.465047063278868,0.00966490758009901
728,52210,NARIÑO,CONTADERO,0,0,28,49,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,77,0.327929230451281,0.00349799320342616
